Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	KEGG Pathways	Chromosome	Reactome Pathways	WikiPathways	# Protein Pathway Groups	Abundance: F25: Sample	Abundance: F26: Sample	Abundance: F27: Sample	Abundance: F37: Sample	Abundance: F38: Sample	Abundance: F39: Sample	Abundance: F74: Sample	Abundance: F75: Sample	Abundance: F76: Sample	Found in Sample: [S25] F25: Sample	Found in Sample: [S26] F26: Sample	Found in Sample: [S27] F27: Sample	Found in Sample: [S37] F37: Sample	Found in Sample: [S38] F38: Sample	Found in Sample: [S39] F39: Sample	Found in Sample: [S74] F74: Sample	Found in Sample: [S75] F75: Sample	Found in Sample: [S76] F76: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	Q88L94	Transcriptional regulator, LysR family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2041 PE=3 SV=1	0	36.413	28	7	174	7	314	34	6.44	127.84	7	"metabolic process;regulation of biological process"		DNA binding	Pf00126, Pf03466	1042873	PP_2041	PP_2041					0	199017956.3	232192183.4	236919753.8	207872259.7	211605774.4	225569611.1	227161904.1	186283826.1	240386378.7	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88LN7	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1892 PE=4 SV=1	0	36.386	21	3	139	3	136	15.9	4.59	330.85	3					1043192	PP_1892	PP_1892					0	4146063.375	6559366.75	6247447.125	8834597.375	4923772.563	4381782.5	5832894.313	6308541.719	13061015.94	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88DB3	Putative phytase-like protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4914 PE=4 SV=1	0	36.324	22	7	115	7	341	37.6	5.82	45.29	7	metabolic process		catalytic activity	Pf06977, Pf13449	1045212	PP_4914	PP_4914					0	3678315.719	2201444.031	2230079.375	4100426.5	5591321.281	6058087.375	2324499.094	2809688.438	4921473.625	High	Peak Found	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88M77	Transcriptional regulator, GntR family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1697 PE=4 SV=2	0	36.245	27	5	95	5	243	27.3	6.71	129.82	5	"metabolic process;regulation of biological process"		DNA binding	Pf00392, Pf07702, Pf09681, Pf14502	1043663	PP_1697	PP_1697					0	17639611	15878137.33	10229148.16	7812497.625	7087539.5	77887906.97	8625829.625	7702418.625	7074805.813	High	High	High	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	A0A140FWS6	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_5721 PE=4 SV=1	0	36.244	58	7	201	7	72	8.6	7.27	355.22	7					26970046	PP_5721	PP_5721					0	27122531.59	18828611.19	20604264.31	28319796.25	24466962	36713210.63	23093394.75	20204176.44	28465024.25	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88C95	Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=dut PE=3 SV=1	0	36.219	46	3	157	3	151	15.9	5.67	343.71	3	metabolic process		"catalytic activity;metal ion binding"	Pf00692	1042257	PP_5286	dut	"Pyrimidine metabolism; Metabolic pathways"				2	24784358	20483688.56	19782371.5	19766211	14357209.5	36340925.5	25323322.5	24086773.56	36599403.91	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88F40	Iron-sulfur cluster-binding protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4259 PE=4 SV=1	0	36.186	17	5	27	5	471	53.4	8.35	47.75	5	metabolic process	membrane		Pf11614, Pf12798, Pf12801, Pf12838, Pf13183, Pf13187, Pf13237, Pf13484, Pf13534, Pf13746	1046030	PP_4259	PP_4259					0		86663.35938		924412.8125	1300755.563	3089006.059	2154749.297	3550391.844	2211766.156	Not Found	Peak Found	Not Found	Peak Found	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88JY6	Oxidoreductase, short-chain dehydrogenase/reductase family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2507 PE=4 SV=1	0	36.167	31	5	63	5	238	25.5	5.2	106.1	5				Pf00106	1045736	PP_2507	PP_2507					0	2053136	2842077.813	1703095.031	5874252.063	6643278.188	4763162.125	1955941.656	2270119.5	2235133.063	High	High	High	High	High	High	Peak Found	High	High	1	
FALSE	High	Master Protein	Q88GK8	Catechol 1,2-dioxygenase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=catA-I PE=4 SV=1	0	36.094	27	7	64	6	311	34.2	5.44	14.77	7	metabolic process		"catalytic activity;metal ion binding"	Pf00775, Pf04444, Pf13620	1045930	PP_3713	"catA; catA-I"	"Degradation of aromatic compounds; Microbial metabolism in diverse environments; Fluorobenzoate degradation; Toluene degradation; Metabolic pathways; Benzoate degradation; Chlorocyclohexane and chlorobenzene degradation"				7	1557578.875	2730066.375	1712100.938	3369429.563	2953892.719	2089735.125	1190069.406	852110.7813	1347950.938	High	Peak Found	High	High	High	High	High	Peak Found	High	1	
FALSE	High	Master Protein	Q88MH6	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=uppS PE=3 SV=1	0	35.963	25	6	134	6	251	27.9	8.31	176.67	6	"cell organization and biogenesis;metabolic process;regulation of biological process"		"catalytic activity;metal ion binding"	Pf01255	1045122	PP_1595	uppS	"Terpenoid backbone biosynthesis; Biosynthesis of secondary metabolites"				2	2417927.25	5526832.063	2801679.906	8659322.07	4082419.352	7041225.656	3962368.125	5963739.625	5403335.656	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88IT3	Riboflavin synthase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ribC PE=4 SV=1	0	35.889	41	5	126	5	209	22.9	5.22	174.21	5	metabolic process		catalytic activity	Pf00677	1042834	PP_2916	"ribC; ribE-2"	"Biosynthesis of secondary metabolites; Riboflavin metabolism; Metabolic pathways"				3	2840329.156	1677705.875	3394719.375	6340633.875	8748275.688	12004816.84	5158358.813	3626906.813	6432030.219	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88ME2	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1631 PE=4 SV=1	0	35.843	30	9	43	9	372	42.1	6.67	33.99	9				Pf03641	1044808	PP_1631	PP_1631					0	1046512.156	1516453	1217282.063	10761633.81	12908537.25	8002156.688	5803188.125	8007835.25	6143340.375	High	Peak Found	Peak Found	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88Q02	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0696 PE=4 SV=1	0	35.771	33	5	156	5	291	31.9	5.83	213.13	5					1044525	PP_0696	PP_0696					0	2436988.938	3059562.188	2882911.875	3349366.625	3070299.813	6166542.375	2923946.125	3373065.375	2807836.563	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88E85	Putative amidotransferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=yafJ PE=4 SV=1	0	35.765	21	4	66	4	257	28.6	6.27	94.53	4			catalytic activity	Pf00310, Pf13230, Pf13522	1045019	PP_4581	"PP_4581; yafJ"					0	894535.1875	1552324.938		5018007.688	4269995.188	3953987.313	849276.9375		1775698.938	High	Peak Found	Not Found	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88CN4	RNA pyrophosphohydrolase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=rppH PE=3 SV=1	0	35.74	56	5	144	5	159	18.8	8.47	237.37	5			catalytic activity	Pf00293	"1042602; 32808165"	PP_5146	"PP_5146; rppH; PSEEN_RS24235"	RNA degradation				1	4636817.125	3699724.813	3652811.875	6790995.25	5396956.875	6988096.375	3676405.5	4429778.25	3689854.125	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88DB0	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=cpdA PE=3 SV=1	0	35.737	41	6	70	6	266	29.6	5.25	37.09	6			"catalytic activity;metal ion binding;nucleotide binding"	Pf00149, Pf12850	1042746	PP_4917	"PP_4917; pde"	Purine metabolism				1	19078297.91	21696014.56	19903824.75	31221820.94	26658233.75	34674348.75	21902282	23433552.16	26239366	High	High	High	High	High	High	Peak Found	High	Peak Found	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88MC7	Putative Thioredoxin OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1646 PE=4 SV=1	0	35.699	31	6	74	6	154	16.6	5.15	62.7	6	"cellular homeostasis;metabolic process;regulation of biological process"		"antioxidant activity;catalytic activity"	Pf00085, Pf00578, Pf08534, Pf12654, Pf13098, Pf13905	1044754	PP_1646	PP_1646					0	1885356.5	1957499.688	1892590	1906925.625	2694388.875	5069810.438	8570646.375	11519653.25	8043687	High	High	High	Peak Found	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88MW7	YkuD domain-containing protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1451 PE=4 SV=1	0	35.682	33	6	186	6	184	21.1	8.87	209.35	6			catalytic activity	Pf03734	1045804	PP_1451	PP_1451					0	4103730.063	2715670.563	5007586.563	5273940.188	5133187	11112476	3920810	2444857.125	6307362.875	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88JH6	Pentapeptide repeat family protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2673 PE=4 SV=1	0	35.659	42	8	52	8	219	23.6	5.63	36.48	8				Pf00805, Pf13599	1046113	PP_2673	PP_2673					0	23782607	26536731.19	22636980.94	50891344.5	51496192.59	36695980.61	33299336.83	28606780.25	25189114.5	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q88R85	Probable alpha-L-glutamate ligase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=rimK PE=3 SV=1	0	35.638	29	6	129	6	301	32.6	9.6	146.02	6	metabolic process		"catalytic activity;metal ion binding;nucleotide binding"	Pf02655, Pf02955, Pf08442, Pf08443, Pf13535, Pf14398	1043821	PP_0248	rimK					0	58002260.38	61633507.94	67896014.44	42534180.56	32835449.75	89310492.31	51401737.22	45142372.5	72018033.38	High	High	High	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	Q88PR0	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0788 PE=4 SV=2	0	35.555	12	7	133	7	719	80.2	7.2	169.38	7				Pf07793	1044628	PP_0788	PP_0788					0	35986230.38	36649760.22	30723280.88	26324978.81	14268368.72	40637425.63	39345437.56	35274167.25	42950260.81	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88PS1	Glutathione peroxidase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0777 PE=3 SV=1	0	35.508	48	6	296	6	160	17.4	5.97	205.37	6	"metabolic process;response to stimulus"		"antioxidant activity;catalytic activity"	Pf00255, Pf00578, Pf08534	1044616	PP_0777	PP_0777	"Glutathione metabolism; Arachidonic acid metabolism"				2	20358946.75	25564126.69	24662559.31	25975836.91	24007943.13	28791454.13	30993051.75	22947826.47	39302333.44	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88QJ9	Protein FdhE homolog OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=fdhE PE=3 SV=1	0	35.44	18	4	60	4	318	34.3	5.99	106.01	4		cytoplasm		Pf04216	1044263	PP_0492	"PP_0492; fdhE"					0	495541.2188		1104342	4557575.563	3081569.813	2105984.5	7779943.813	8694025.813	8278444.5	Peak Found	High	Peak Found	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88JH4	Cytochrome c-type protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2675 PE=4 SV=1	0	35.44	41	4	34	4	153	16.3	5.29	71.53	4	metabolic process		metal ion binding	Pf00034, Pf13442	1046118	PP_2675	PP_2675					0										Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q88KA1	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2389 PE=4 SV=1	0	35.404	21	4	81	4	262	29.6	6.64	66.66	4				Pf08892	1045425	PP_2389	PP_2389					0	1857005.313	3916786.625	3540448.188	8412500.375	2812942.813	3195889.688				High	High	High	High	High	High	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q88L52	Putative Lipase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2083 PE=4 SV=1	0	35.385	29	7	54	7	330	36.1	8.21	46.61	7				Pf00561, Pf12146, Pf12695, Pf12697	1042757	PP_2083	PP_2083					0	1923865.328	797465.2656	519256.7813	2472957.938	3518081.813	3423649.5	2054605.734	612019.4844	613924.25	High	High	High	High	High	Peak Found	High	Peak Found	High	1	
FALSE	High	Master Protein	A0A140FWG1	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_5609 PE=4 SV=1	0	35.293	59	8	162	8	198	21.5	5.87	154.28	8				Pf06684	26969919	PP_5609	PP_5609					0	3508723.5	8223371.375	7206572.813	9090726.875	6861306.813	11296024.31	9037976	9138688.625	8754989.625	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88F21	Xanthine dehydrogenase subunit XdhA OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=xdhA PE=4 SV=1	0	35.283	17	7	120	7	484	53.1	6.21	80.72	7	metabolic process		"catalytic activity;metal ion binding;nucleotide binding"	Pf00111, Pf00941, Pf01799, Pf03450	1045211	PP_4278	xdhA	"Microbial metabolism in diverse environments; Purine metabolism; Metabolic pathways"				3	1543843.406	3923243.75	5218932.594	4663610.328	5219487.125	5886650.063	3000611.188	6967466.313	4532874.75	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88G00	Short-chain dehydrogenase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3926 PE=4 SV=1	0	35.265	22	4	66	4	255	26.7	7.34	95.34	4	metabolic process		catalytic activity	Pf00106, Pf02882, Pf03435, Pf08659, Pf13561	1046639	PP_3926	PP_3926					0	3950050.516	8719637.094	6454640.297	16219069	6402023.25	9825224.688	8024013.094	15134873	10001434.56	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88C04	Copper resistance protein B OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=copB-II PE=4 SV=2	0	35.265	19	5	31	5	359	39.1	5.14	33.61	5	cellular homeostasis	membrane	metal ion binding	Pf05275	1042067	PP_5379	"copB; copB-II"					0	2860615.75	3000814.125	3944575.875	9142244.375	9295817.813	10413935				High	High	High	High	High	High	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q88CB3	DNA-binding transcriptional repressor PuuR-putrescine OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=puuR PE=4 SV=1	0	35.235	41	5	79	5	182	20.1	5.59	99.61	5			DNA binding	Pf01381, Pf07883, Pf12844, Pf13384, Pf13443, Pf13560, Pf13744	1042303	PP_5268	"PP_5268; puuR"					0	2733491.344	2788778.938	2646471.063	3214812.688	2945777.344	2493274.875	3539935.313	2721842.625	3887677.875	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88R73	3'(2'),5'-bisphosphate nucleotidase CysQ OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=cysQ PE=3 SV=1	0	35.216	26	5	43	5	266	28.4	4.7	36.37	5	metabolic process	membrane	"catalytic activity;metal ion binding"	Pf00459	1043847	PP_0261	cysQ	"Metabolic pathways; Microbial metabolism in diverse environments; Biosynthesis of antibiotics; Sulfur metabolism"				4	11058006.63	16814003.28	13996004.44	29702127.75	30354366.41	27811459.25	22056571.5	22817766.69	30119578.94	Peak Found	Peak Found	High	High	High	High	Peak Found	Peak Found	High	1	
FALSE	High	Master Protein	Q88QY9	Putative Heptose kinase WapP OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0345 PE=4 SV=1	0	35.138	22	4	171	4	244	28.7	9.94	211.25	4	metabolic process	membrane	"catalytic activity;nucleotide binding"	Pf06293	1044051	PP_0345	PP_0345					0	3656665.031	3393174.438	2847220	6359414.938	5555070.281	6055470.563	4662662.188	5257768.688	6805914.563	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88FK3	Transposase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4091 PE=4 SV=1	0	35.119	20	9	113	8	510	57.8	7.31	117.35	9				Pf03050, Pf13005, Pf13007, Pf13817	1042205	PP_4091	PP_4091					0	47338722.42	74901590.09	59758515.16	80627938.59	54512008	79017798.25	64481157.86	70776769.16	62981820.72	Peak Found	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88CF6	Iron-sulfur cluster assembly protein CyaY OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=cyaY PE=3 SV=1	0	35.108	48	6	250	6	110	12.6	4.31	480.92	6	"cell organization and biogenesis;metabolic process"		metal ion binding	Pf01491	1042385	PP_5225	cyaY					0	32538872.31	29324860.63	30594295.28	35324627.94	29320803.09	54333175.5	38771528.56	36209518.53	53494917.31	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88IX9	Putative spermidine/putrescine-binding periplasmic protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2870 PE=4 SV=2	0	35.077	24	5	26	5	347	38	5.29	42.9	5	transport		transporter activity	Pf01547, Pf13343, Pf13416	1042778	PP_2870	PP_2870	Quorum sensing				1										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q88F22	Transcriptional regulator, GntR family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4277 PE=4 SV=1	0	34.884	35	7	160	7	219	25	7.39	184.77	7	"metabolic process;regulation of biological process"		DNA binding	Pf00392, Pf07729	1041639	PP_4277	PP_4277					0	8378821.688	9151412.531	9080807	20892151.13	20287130.5	14545617.63	12520877.94	9563628.188	9922628.219	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88LS6	Putative enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1852 PE=4 SV=1	0	34.768	29	6	132	6	249	25.5	4.86	117.09	6	metabolic process		catalytic activity	Pf00106, Pf08659, Pf13561	1043247	PP_1852	"fabG; PP_1852"	"Biosynthesis of unsaturated fatty acids; Fatty acid biosynthesis; Biotin metabolism; Fatty acid metabolism; Metabolic pathways"				5	5495446.375	2989392.125	4464987.719	7620874.625	8118467.469	7655899.188	4639702.938	3218436.125	6016883.219	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88FX3	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3954 PE=4 SV=1	0	34.649	29	7	132	7	316	33.2	8.88	143.02	7				Pf00497, Pf09084, Pf12974	1046610	PP_3954	PP_3954					0	47910196.03	47205659.75	47662864.88	72505637.44	47289749.94	85748755.63	50419773.31	50761457.09	74186640.69	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88DY5	Penicillin-binding protein 1B OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=mrcB PE=3 SV=1	0	34.609	18	10	66	10	773	85.1	9.07	25.66	10	"cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus"	membrane	catalytic activity	Pf00905, Pf00912, Pf14814	1044197	PP_4683	mrcB	Peptidoglycan biosynthesis				1	2071048.563	1112098.188	441320.4688	4216779.781	5855650.719	5811073.813	8173454.75	6050346.438	8875536.688	High	Peak Found	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88FS0	Phosphatase NudJ OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nudJ PE=3 SV=1	0	34.421	49	6	137	6	146	16.7	5.31	119.38	6			catalytic activity	Pf00293	1046545	PP_4013	PP_4013					0	2161252.406	2390326.656	1630943.688	12923702.38	14021783.88	7605948.25	5018394.438	6711877.625	6502284.719	Peak Found	High	Peak Found	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88PV0	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0748 PE=4 SV=1	0	34.413	51	5	154	5	157	17.2	6.43	364.87	5					1044584	PP_0748	PP_0748					0	5071533.688	4300542.75	6127955.594	6761892.938	3228268.625	6352980.938	4934197.25	4216559	5310388.875	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88PE6	InaA protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0904 PE=4 SV=1	0	34.38	39	9	40	9	233	27	8.47	27.92	9		membrane	"catalytic activity;nucleotide binding"	Pf01636, Pf06293	1044795	PP_0904	PP_0904					0	6015234.223	9823246.609	10040501.45	2040712.508	3336229.594	6153915.813	6171828.094	7381110.273	6932576.281	High	High	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q88EB1	YCII domain-containing protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4555 PE=4 SV=1	0	34.364	43	4	71	4	114	12.4	5.45	74.57	4				Pf03795	1046191	PP_4555	PP_4555					0	2157180.031	1965196	1541441.438	9324225	7677659.703	6791978.625	839431	2554783.313	2588042.875	High	Peak Found	Peak Found	High	High	High	High	Peak Found	Peak Found	1	
